1,0,2,0,0,0,0,4,2,0,2,0,1,0,0,1,0,0,2,0,0,1,2,0,0,0,1,-0.44482
1,0,0,1,1,0,2,0,2,2,0,0,0,0,3,1,2,0,0,0,0,0,1,1,1,0,1,-0.37928
1,1,1,0,0,2,0,4,0,0,1,2,0,0,0,0,1,2,0,0,1,1,0,1,0,0,1,-0.32244
0,1,0,1,1,0,2,2,0,2,2,0,0,0,1,0,0,2,1,0,1,0,0,1,1,1,0,-0.5792
1,1,0,1,0,4,2,0,0,0,0,0,2,1,0,2,0,0,1,0,0,1,1,1,0,1,0,-0.29734
0,1,0,1,1,0,2,2,0,2,2,0,1,0,0,0,0,2,1,0,0,1,1,0,1,0,1,-0.50438
2,0,0,0,1,2,0,2,0,2,2,0,2,0,2,1,0,2,0,0,1,0,0,0,0,0,1,-0.29969
2,0,0,1,0,4,2,0,0,0,2,0,0,1,0,0,2,0,1,0,0,1,0,2,0,1,0,-0.25669000000000003
1,1,1,0,0,2,2,0,2,0,1,2,0,0,0,0,0,1,2,0,1,1,0,0,1,1,0,-0.3497
0,0,2,1,0,0,0,2,4,0,0,1,2,0,0,0,0,1,2,0,0,1,0,0,2,0,1,-0.40888
0,0,1,1,1,0,2,2,2,0,2,0,0,1,0,0,2,0,0,1,0,1,1,1,0,0,1,-0.53352
1,2,0,0,0,2,4,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,1,1,1,0,-0.21175
1,1,1,0,0,4,2,0,0,0,0,1,2,0,0,2,0,1,0,0,1,1,0,0,1,1,0,-0.2917
1,1,1,0,0,2,0,2,2,0,1,0,0,2,0,0,1,0,2,0,2,0,0,0,1,0,1,-0.40141
1,1,0,0,1,4,2,0,0,0,0,1,0,2,0,2,0,0,0,1,0,1,1,0,1,0,1,-0.32886
2,0,0,1,0,2,0,0,4,0,0,0,0,0,3,1,0,0,2,0,0,1,1,0,1,0,1,-0.22721
0,1,0,1,1,2,0,0,2,2,0,0,0,1,2,2,1,0,0,0,1,0,1,1,0,1,0,-0.45958000000000004
1,1,0,0,1,2,0,0,2,2,2,0,0,1,0,0,1,0,2,0,1,0,1,1,0,0,1,-0.52888
2,0,0,1,0,4,0,0,0,2,1,0,0,0,2,0,0,0,1,2,1,0,0,0,2,1,0,-0.18457
0,0,1,1,1,0,0,4,0,2,1,0,2,0,0,0,0,2,1,0,1,1,0,1,0,1,0,-0.42494
0,0,0,3,0,0,0,0,4,2,0,1,2,0,0,0,0,0,1,2,0,1,2,0,0,0,1,-0.60444
0,0,3,0,0,2,0,4,0,0,0,0,1,0,2,2,0,1,0,0,0,0,2,1,0,0,1,-0.04227
0,1,0,1,1,0,2,2,2,0,1,0,2,0,0,0,0,2,0,1,2,0,0,1,0,1,0,-0.58745
0,0,2,1,0,0,0,2,4,0,0,0,2,1,0,0,0,1,2,0,0,0,1,2,0,0,1,-0.40139
0,1,0,2,0,0,0,2,4,0,3,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,1,-0.56647
1,0,0,2,0,2,0,0,2,2,0,0,2,1,0,0,0,0,1,2,0,1,0,2,0,1,0,-0.36824
0,1,0,0,2,0,2,2,0,2,0,2,1,0,0,0,0,2,0,1,0,0,1,0,2,1,0,-0.56357
0,2,0,1,0,0,4,0,2,0,2,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,1,-0.60264
0,0,0,2,1,0,0,2,2,2,0,2,0,1,0,0,0,2,1,0,0,0,2,1,0,1,0,-0.53698
1,2,0,0,0,4,2,0,0,0,0,0,2,0,1,2,1,0,0,0,0,1,0,1,1,0,1,-0.23859
0,0,3,0,0,0,2,4,0,0,2,1,0,0,0,0,2,1,0,0,0,3,0,0,0,0,1,-0.22916999999999998
0,0,3,0,0,0,2,4,0,0,0,3,0,0,0,0,2,1,0,0,0,3,0,0,0,0,1,-0.39469
0,0,3,0,0,0,2,4,0,0,0,0,1,2,0,0,2,1,0,0,1,1,1,0,0,0,1,-0.2989
0,0,3,0,0,0,2,4,0,0,1,0,2,0,0,0,2,1,0,0,2,1,0,0,0,0,1,-0.4
